statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,status,repetition_class,repetition_basis,repetition_peer_statement_ids,evidence_strength,notes
STMT-HN-0116,SRC-HN-002,SREP-HN-002,table:2|row:0|col:2,table_cell,Primary nutritional role,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0117,SRC-HN-002,SREP-HN-002,table:2|row:1|col:0,table_cell,Salmon + lentils bowl,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0118,SRC-HN-002,SREP-HN-002,table:2|row:1|col:1,table_cell,Salmon; lentils; broccoli; mushrooms; olive oil; lemon; herbs,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0119,SRC-HN-002,SREP-HN-002,table:2|row:1|col:2,table_cell,Protein + EPA/DHA + selenium + B12 + iron/folate + fiber,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0120,SRC-HN-002,SREP-HN-002,table:2|row:2|col:0,table_cell,Beef + lentil mushroom bowl,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0182,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0121,SRC-HN-002,SREP-HN-002,table:2|row:2|col:1,table_cell,Lean beef; lentils; mushrooms; carrots; broccoli; olive oil,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0122,SRC-HN-002,SREP-HN-002,table:2|row:2|col:2,table_cell,Iron + zinc + B12 + protein + B vitamins,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0123,SRC-HN-002,SREP-HN-002,table:2|row:3|col:0,table_cell,Egg/mushroom breakfast,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0172,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0124,SRC-HN-002,SREP-HN-002,table:2|row:3|col:1,table_cell,Eggs; mushrooms; spinach; sweet potato; avocado; pumpkin seeds,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0125,SRC-HN-002,SREP-HN-002,table:2|row:3|col:2,table_cell,Protein + choline + B vitamins + magnesium + zinc,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0126,SRC-HN-002,SREP-HN-002,table:2|row:4|col:0,table_cell,Sardine Mediterranean plate,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0178;STMT-HN-0317;STMT-HN-0485,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0127,SRC-HN-002,SREP-HN-002,table:2|row:4|col:1,table_cell,Sardines; potato/sweet potato; broccoli; arugula; olives; lemon,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0128,SRC-HN-002,SREP-HN-002,table:2|row:4|col:2,table_cell,Protein + omega-3 + B12 + selenium + vitamin D + calcium,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0129,SRC-HN-002,SREP-HN-002,table:2|row:5|col:0,table_cell,Moroccan chicken + chickpeas,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0175;STMT-HN-0320;STMT-HN-0488,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0130,SRC-HN-002,SREP-HN-002,table:2|row:5|col:1,table_cell,Chicken; chickpeas; carrots; greens; cumin; coriander; lemon; olive oil,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0131,SRC-HN-002,SREP-HN-002,table:2|row:5|col:2,table_cell,Protein + folate + magnesium + fiber + polyphenols,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0132,SRC-HN-002,SREP-HN-002,table:2|row:6|col:0,table_cell,Shrimp + quinoa bowl,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0133,SRC-HN-002,SREP-HN-002,table:2|row:6|col:1,table_cell,Shrimp; quinoa; broccoli; mushrooms; avocado; herbs/citrus,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0134,SRC-HN-002,SREP-HN-002,table:2|row:6|col:2,table_cell,Protein + minerals + fiber,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0135,SRC-HN-002,SREP-HN-002,table:2|row:7|col:0,table_cell,Greek yogurt bowl,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0136,SRC-HN-002,SREP-HN-002,table:2|row:7|col:1,table_cell,Greek yogurt; berries; walnuts; pumpkin seeds; chia; cinnamon,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0137,SRC-HN-002,SREP-HN-002,table:2|row:7|col:2,table_cell,Protein + polyphenols + magnesium + zinc + healthy fats,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0138,SRC-HN-002,SREP-HN-002,table:3|row:0|col:0,table_cell,Service / type,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0139,SRC-HN-002,SREP-HN-002,table:3|row:0|col:1,table_cell,Best use,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0140,SRC-HN-002,SREP-HN-002,table:3|row:0|col:2,table_cell,What to select,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0141,SRC-HN-002,SREP-HN-002,table:3|row:1|col:0,table_cell,Sunbasket,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0142,SRC-HN-002,SREP-HN-002,table:3|row:1|col:1,table_cell,Strong national fit for Mediterranean-style meal structure,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0143,SRC-HN-002,SREP-HN-002,table:3|row:1|col:2,table_cell,Salmon/seafood + lentils/beans + vegetables; chicken + legumes/whole-food sides.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0144,SRC-HN-002,SREP-HN-002,table:3|row:2|col:0,table_cell,CookUnity,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0145,SRC-HN-002,SREP-HN-002,table:3|row:2|col:1,table_cell,Chef-driven prepared meals and variety,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0146,SRC-HN-002,SREP-HN-002,table:3|row:2|col:2,table_cell,"High-protein seafood, chicken or beef meals with substantial vegetables.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0147,SRC-HN-002,SREP-HN-002,table:3|row:3|col:0,table_cell,Local high-protein meal prep,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0148,SRC-HN-002,SREP-HN-002,table:3|row:3|col:1,table_cell,Freshness and customization,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0149,SRC-HN-002,SREP-HN-002,table:3|row:3|col:2,table_cell,"Request salmon/fish, chicken or lean beef + vegetables + legumes/tubers; specify desired protein target.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0150,SRC-HN-002,SREP-HN-002,table:3|row:4|col:0,table_cell,Mediterranean-focused local prep,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0151,SRC-HN-002,SREP-HN-002,table:3|row:4|col:1,table_cell,Culinary adherence,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0152,SRC-HN-002,SREP-HN-002,table:3|row:4|col:2,table_cell,"Fish, legumes, vegetables, olive oil, herbs, yogurt/tahini-based meals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0153,SRC-HN-002,SREP-HN-002,table:4|row:0|col:0,table_cell,Day,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0154,SRC-HN-002,SREP-HN-002,table:4|row:0|col:1,table_cell,Lunch,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0155,SRC-HN-002,SREP-HN-002,table:4|row:0|col:2,table_cell,Dinner,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0156,SRC-HN-002,SREP-HN-002,table:4|row:0|col:3,table_cell,Optional breakfast/snack,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0157,SRC-HN-002,SREP-HN-002,table:4|row:1|col:0,table_cell,Mon,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0158,SRC-HN-002,SREP-HN-002,table:4|row:1|col:1,table_cell,Salmon + lentils + broccoli,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0308;STMT-HN-0476,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0159,SRC-HN-002,SREP-HN-002,table:4|row:1|col:2,table_cell,Chicken + chickpeas + greens,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0160,SRC-HN-002,SREP-HN-002,table:4|row:1|col:3,table_cell,Greek yogurt + berries + seeds,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0323;STMT-HN-0491,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0161,SRC-HN-002,SREP-HN-002,table:4|row:2|col:0,table_cell,Tue,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0162,SRC-HN-002,SREP-HN-002,table:4|row:2|col:1,table_cell,Beef + mushroom + lentil bowl,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0163,SRC-HN-002,SREP-HN-002,table:4|row:2|col:2,table_cell,Shrimp + quinoa + vegetables,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0164,SRC-HN-002,SREP-HN-002,table:4|row:2|col:3,table_cell,Eggs + mushrooms + sweet potato,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0165,SRC-HN-002,SREP-HN-002,table:4|row:3|col:0,table_cell,Wed,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0166,SRC-HN-002,SREP-HN-002,table:4|row:3|col:1,table_cell,Sardines + potato + broccoli,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0167,SRC-HN-002,SREP-HN-002,table:4|row:3|col:2,table_cell,Salmon + vegetables + beans,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0168,SRC-HN-002,SREP-HN-002,table:4|row:3|col:3,table_cell,Greek yogurt + walnuts,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0169,SRC-HN-002,SREP-HN-002,table:4|row:4|col:0,table_cell,Thu,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0170,SRC-HN-002,SREP-HN-002,table:4|row:4|col:1,table_cell,Chicken + lentils + roasted vegetables,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0171,SRC-HN-002,SREP-HN-002,table:4|row:4|col:2,table_cell,Lean beef + mushrooms + greens,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0172,SRC-HN-002,SREP-HN-002,table:4|row:4|col:3,table_cell,Egg/mushroom breakfast,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0123,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0173,SRC-HN-002,SREP-HN-002,table:4|row:5|col:0,table_cell,Fri,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0174,SRC-HN-002,SREP-HN-002,table:4|row:5|col:1,table_cell,Salmon + quinoa + vegetables,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0175,SRC-HN-002,SREP-HN-002,table:4|row:5|col:2,table_cell,Moroccan chicken + chickpeas,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0129;STMT-HN-0320;STMT-HN-0488,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0176,SRC-HN-002,SREP-HN-002,table:4|row:5|col:3,table_cell,Greek yogurt + berries,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0177,SRC-HN-002,SREP-HN-002,table:4|row:6|col:0,table_cell,Sat,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0178,SRC-HN-002,SREP-HN-002,table:4|row:6|col:1,table_cell,Sardine Mediterranean plate,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0126;STMT-HN-0317;STMT-HN-0485,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0179,SRC-HN-002,SREP-HN-002,table:4|row:6|col:2,table_cell,Shrimp + vegetables + legumes,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0180,SRC-HN-002,SREP-HN-002,table:4|row:6|col:3,table_cell,Eggs + avocado + seeds,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0181,SRC-HN-002,SREP-HN-002,table:4|row:7|col:0,table_cell,Sun,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0182,SRC-HN-002,SREP-HN-002,table:4|row:7|col:1,table_cell,Beef + lentil mushroom bowl,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0120,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0183,SRC-HN-002,SREP-HN-002,table:4|row:7|col:2,table_cell,Salmon + roasted vegetables,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0184,SRC-HN-002,SREP-HN-002,table:4|row:7|col:3,table_cell,Greek yogurt + berries + chia,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0185,SRC-HN-003,SREP-HN-003,paragraph:0,style=Normal,Hair Follicle Optimization Research Document,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0186,SRC-HN-003,SREP-HN-003,paragraph:1,style=Normal,Wnt/β-catenin signaling • nutritional/metabolic bottlenecks • laboratory framework • food strategy • meal-prep research,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0187,SRC-HN-003,SREP-HN-003,paragraph:2,style=Normal,"Scope: This document consolidates the research developed in this conversation. It is a physiological/nutritional framework, not a diagnosis or a recommendation to manipulate β-catenin pharmacologically.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0188,SRC-HN-003,SREP-HN-003,paragraph:3,style=Heading 1,1. Executive Summary,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0189,SRC-HN-003,SREP-HN-003,paragraph:4,style=Normal,"β-catenin is a central effector of canonical Wnt signaling and participates in hair-follicle development, stem-cell activation, and anagen entry. For nutrition, the most defensible objective is not to maximize β-catenin, but to remove nutritional, energetic, endocrine, mitochondrial, and inflammatory constraints that could impair normal follicular signaling.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0190,SRC-HN-003,SREP-HN-003,paragraph:5,style=Normal,The practical model is: adequate energy + protein/amino acids + iron/zinc/copper/magnesium + B-vitamin cofactors + vitamin D/thyroid sufficiency + essential fatty acids + redox support → better cellular capacity to execute regenerative signaling.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0191,SRC-HN-003,SREP-HN-003,paragraph:6,style=Heading 1,2. Wnt/β-catenin and the Hair Follicle,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0192,SRC-HN-003,SREP-HN-003,paragraph:7,style=Normal,"Canonical Wnt signaling stabilizes β-catenin by inhibiting its normal destruction machinery. Stabilized β-catenin can enter the nucleus and interact with TCF/LEF transcription factors. In hair follicles, Wnt/β-catenin signaling is a major component of follicular development and the transition into active growth.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0193,SRC-HN-003,SREP-HN-003,paragraph:8,style=List Bullet,Wnt ligand → Frizzled/LRP5/6 → Dishevelled,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0194,SRC-HN-003,SREP-HN-003,paragraph:9,style=List Bullet,Destruction-complex activity falls → β-catenin becomes more stable,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0195,SRC-HN-003,SREP-HN-003,paragraph:10,style=List Bullet,Nuclear β-catenin → TCF/LEF-dependent transcription,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0196,SRC-HN-003,SREP-HN-003,paragraph:11,style=List Bullet,Follicular stem/progenitor-cell activation → anagen-associated growth,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0197,SRC-HN-003,SREP-HN-003,paragraph:12,style=Normal,"Important nuance: more β-catenin is not automatically better. Chronic or inappropriate Wnt/β-catenin activation can be pathological. The physiological goal is appropriate timing, localization, and magnitude of signaling.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0198,SRC-HN-003,SREP-HN-003,paragraph:13,style=Heading 1,3. Nutritional/Metabolic Bottleneck Map,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0199,SRC-HN-003,SREP-HN-003,paragraph:14,style=Heading 1,4. Laboratory Framework,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0200,SRC-HN-003,SREP-HN-003,paragraph:15,style=Normal,Tier 1 — highest-yield baseline:,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0201,SRC-HN-003,SREP-HN-003,paragraph:16,style=List Bullet,CBC with indices,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0202,SRC-HN-003,SREP-HN-003,paragraph:17,style=List Bullet,Ferritin,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0203,SRC-HN-003,SREP-HN-003,paragraph:18,style=List Bullet,"Serum iron, TIBC/transferrin, transferrin saturation",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0204,SRC-HN-003,SREP-HN-003,paragraph:19,style=List Bullet,"CMP (including albumin, liver/kidney function and electrolytes)",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0205,SRC-HN-003,SREP-HN-003,paragraph:20,style=List Bullet,TSH and free T4,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0206,SRC-HN-003,SREP-HN-003,paragraph:21,style=List Bullet,25-OH vitamin D,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0443,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0207,SRC-HN-003,SREP-HN-003,paragraph:22,style=List Bullet,Vitamin B12 and folate,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0208,SRC-HN-003,SREP-HN-003,paragraph:23,style=List Bullet,Zinc,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0060;STMT-HN-0278;STMT-HN-0449,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0209,SRC-HN-003,SREP-HN-003,paragraph:24,style=List Bullet,Copper and ceruloplasmin,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0210,SRC-HN-003,SREP-HN-003,paragraph:25,style=List Bullet,Magnesium,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0072;STMT-HN-0290;STMT-HN-0455,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0211,SRC-HN-003,SREP-HN-003,paragraph:26,style=Normal,Tier 2 — targeted metabolic/endocrine follow-up when clinically indicated:,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0212,SRC-HN-003,SREP-HN-003,paragraph:27,style=List Bullet,Free T3; thyroid peroxidase antibody and thyroglobulin antibody when thyroid autoimmunity is a clinical question,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0213,SRC-HN-003,SREP-HN-003,paragraph:28,style=List Bullet,Whole-blood thiamine diphosphate (ThDP/TDP) when thiamine status is specifically being investigated,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0214,SRC-HN-003,SREP-HN-003,paragraph:29,style=List Bullet,Methylmalonic acid and homocysteine for selected B12/folate questions,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0215,SRC-HN-003,SREP-HN-003,paragraph:30,style=List Bullet,"Fasting glucose, HbA1c, fasting insulin and lipid profile to characterize metabolic context",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0216,SRC-HN-003,SREP-HN-003,paragraph:31,style=List Bullet,Lactate and pyruvate when a specific mitochondrial/energy-metabolism hypothesis exists,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0217,SRC-HN-003,SREP-HN-003,paragraph:32,style=Normal,"Tier 3 — research/specialty testing, not routine hair-loss screening:",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0218,SRC-HN-003,SREP-HN-003,paragraph:33,style=List Bullet,Plasma amino acids,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0219,SRC-HN-003,SREP-HN-003,paragraph:34,style=List Bullet,Acylcarnitine profile,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0220,SRC-HN-003,SREP-HN-003,paragraph:35,style=List Bullet,Urine organic acids,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0221,SRC-HN-003,SREP-HN-003,paragraph:36,style=List Bullet,CoQ10/carnitine or other specialized metabolic markers,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0222,SRC-HN-003,SREP-HN-003,paragraph:37,style=List Bullet,"Follicular research measurements such as active/non-phosphorylated β-catenin, nuclear localization, AXIN2 and LEF1 expression",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0223,SRC-HN-003,SREP-HN-003,paragraph:38,style=Normal,A serum β-catenin measurement is not a validated routine clinical test for determining whether a person's hair follicle has inadequate Wnt signaling. Follicular localization and downstream pathway activity are much more informative in research settings.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0224,SRC-HN-003,SREP-HN-003,paragraph:39,style=Heading 1,5. Nutritional Architecture,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0225,SRC-HN-003,SREP-HN-003,paragraph:40,style=Heading 2,Building materials,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0226,SRC-HN-003,SREP-HN-003,paragraph:41,style=Normal,Protein; leucine-rich complete proteins; methionine/cysteine; glycine; adequate total energy.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0227,SRC-HN-003,SREP-HN-003,paragraph:42,style=Heading 2,Mitochondrial cofactors,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0228,SRC-HN-003,SREP-HN-003,paragraph:43,style=Normal,"B1, B2, B3, B5, magnesium, iron and other micronutrients required by oxidative metabolism.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0229,SRC-HN-003,SREP-HN-003,paragraph:44,style=Heading 2,Redox support,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0230,SRC-HN-003,SREP-HN-003,paragraph:45,style=Normal,"Protein/sulfur amino acids, selenium, zinc, copper, vitamins C/E and a diverse plant-food pattern.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0231,SRC-HN-003,SREP-HN-003,paragraph:46,style=Heading 2,Follicular signaling environment,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0232,SRC-HN-003,SREP-HN-003,paragraph:47,style=Normal,"Adequate vitamin D, protein/energy, omega-3 intake and normal endocrine/metabolic physiology.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0233,SRC-HN-003,SREP-HN-003,paragraph:48,style=Heading 2,Metabolic flexibility,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0234,SRC-HN-003,SREP-HN-003,paragraph:49,style=Normal,"High-quality carbohydrates as tolerated, fiber-rich plants, legumes/whole foods, healthy fats and avoidance of chronic severe energy restriction.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0235,SRC-HN-003,SREP-HN-003,paragraph:50,style=Heading 1,6. Meal Design Rules,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0236,SRC-HN-003,SREP-HN-003,paragraph:51,style=List Bullet,Make protein the anchor of each substantial meal.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0237,SRC-HN-003,SREP-HN-003,paragraph:52,style=List Bullet,"Rotate salmon, sardines, other seafood, eggs, poultry, lean beef, Greek yogurt and legumes.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0238,SRC-HN-003,SREP-HN-003,paragraph:53,style=List Bullet,Pair iron-rich foods with vitamin-C-rich vegetables or citrus to improve non-heme iron absorption.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0239,SRC-HN-003,SREP-HN-003,paragraph:54,style=List Bullet,"Use mushrooms, leafy greens, legumes, seeds, colorful vegetables and herbs for micronutrient and phytochemical diversity.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0240,SRC-HN-003,SREP-HN-003,paragraph:55,style=List Bullet,"Use extra-virgin olive oil, avocado, nuts/seeds and fatty fish as primary fat sources.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0241,SRC-HN-003,SREP-HN-003,paragraph:56,style=List Bullet,Avoid chronic under-eating; the follicle is an energetically expensive regenerative tissue.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0242,SRC-HN-003,SREP-HN-003,paragraph:57,style=List Bullet,"Do not use high-dose zinc, selenium, iron or vitamin A simply because hair is thinning; excess can be harmful.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0243,SRC-HN-003,SREP-HN-003,paragraph:58,style=Heading 1,7. High-Value Meal Archetypes,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0244,SRC-HN-003,SREP-HN-003,paragraph:59,style=Heading 1,8. Meal-Prep Company Research,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0245,SRC-HN-003,SREP-HN-003,paragraph:60,style=Normal,"The strongest fit identified in the earlier research was Sunbasket because its menu structure supports Mediterranean, pescatarian, carb-conscious and prepared-meal patterns. CookUnity was a strong chef-driven alternative. Local NJ services were identified as potentially useful for customization and freshness, but their menus should be screened meal-by-meal against the matrix above.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
