statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,pass1_repetition_class,statement_kind,claim_status,actionability_class,epistemic_scope,independence,evidence_relation,evidence_strength,ambiguity_flag,classification_notes
STMT-HN-0126,SRC-HN-002,SREP-HN-002,table:2|row:4|col:0,table_cell,Sardine Mediterranean plate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0127,SRC-HN-002,SREP-HN-002,table:2|row:4|col:1,table_cell,Sardines; potato/sweet potato; broccoli; arugula; olives; lemon,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0128,SRC-HN-002,SREP-HN-002,table:2|row:4|col:2,table_cell,Protein + omega-3 + B12 + selenium + vitamin D + calcium,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0129,SRC-HN-002,SREP-HN-002,table:2|row:5|col:0,table_cell,Moroccan chicken + chickpeas,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0130,SRC-HN-002,SREP-HN-002,table:2|row:5|col:1,table_cell,Chicken; chickpeas; carrots; greens; cumin; coriander; lemon; olive oil,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0131,SRC-HN-002,SREP-HN-002,table:2|row:5|col:2,table_cell,Protein + folate + magnesium + fiber + polyphenols,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0132,SRC-HN-002,SREP-HN-002,table:2|row:6|col:0,table_cell,Shrimp + quinoa bowl,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0133,SRC-HN-002,SREP-HN-002,table:2|row:6|col:1,table_cell,Shrimp; quinoa; broccoli; mushrooms; avocado; herbs/citrus,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0134,SRC-HN-002,SREP-HN-002,table:2|row:6|col:2,table_cell,Protein + minerals + fiber,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0135,SRC-HN-002,SREP-HN-002,table:2|row:7|col:0,table_cell,Greek yogurt bowl,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0136,SRC-HN-002,SREP-HN-002,table:2|row:7|col:1,table_cell,Greek yogurt; berries; walnuts; pumpkin seeds; chia; cinnamon,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0137,SRC-HN-002,SREP-HN-002,table:2|row:7|col:2,table_cell,Protein + polyphenols + magnesium + zinc + healthy fats,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0138,SRC-HN-002,SREP-HN-002,table:3|row:0|col:0,table_cell,Service / type,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0139,SRC-HN-002,SREP-HN-002,table:3|row:0|col:1,table_cell,Best use,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0140,SRC-HN-002,SREP-HN-002,table:3|row:0|col:2,table_cell,What to select,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0141,SRC-HN-002,SREP-HN-002,table:3|row:1|col:0,table_cell,Sunbasket,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0142,SRC-HN-002,SREP-HN-002,table:3|row:1|col:1,table_cell,Strong national fit for Mediterranean-style meal structure,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0143,SRC-HN-002,SREP-HN-002,table:3|row:1|col:2,table_cell,Salmon/seafood + lentils/beans + vegetables; chicken + legumes/whole-food sides.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0144,SRC-HN-002,SREP-HN-002,table:3|row:2|col:0,table_cell,CookUnity,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0145,SRC-HN-002,SREP-HN-002,table:3|row:2|col:1,table_cell,Chef-driven prepared meals and variety,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0146,SRC-HN-002,SREP-HN-002,table:3|row:2|col:2,table_cell,"High-protein seafood, chicken or beef meals with substantial vegetables.",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0147,SRC-HN-002,SREP-HN-002,table:3|row:3|col:0,table_cell,Local high-protein meal prep,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0148,SRC-HN-002,SREP-HN-002,table:3|row:3|col:1,table_cell,Freshness and customization,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0149,SRC-HN-002,SREP-HN-002,table:3|row:3|col:2,table_cell,"Request salmon/fish, chicken or lean beef + vegetables + legumes/tubers; specify desired protein target.",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0150,SRC-HN-002,SREP-HN-002,table:3|row:4|col:0,table_cell,Mediterranean-focused local prep,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0151,SRC-HN-002,SREP-HN-002,table:3|row:4|col:1,table_cell,Culinary adherence,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0152,SRC-HN-002,SREP-HN-002,table:3|row:4|col:2,table_cell,"Fish, legumes, vegetables, olive oil, herbs, yogurt/tahini-based meals.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0153,SRC-HN-002,SREP-HN-002,table:4|row:0|col:0,table_cell,Day,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0154,SRC-HN-002,SREP-HN-002,table:4|row:0|col:1,table_cell,Lunch,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0155,SRC-HN-002,SREP-HN-002,table:4|row:0|col:2,table_cell,Dinner,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0156,SRC-HN-002,SREP-HN-002,table:4|row:0|col:3,table_cell,Optional breakfast/snack,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0157,SRC-HN-002,SREP-HN-002,table:4|row:1|col:0,table_cell,Mon,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0158,SRC-HN-002,SREP-HN-002,table:4|row:1|col:1,table_cell,Salmon + lentils + broccoli,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0159,SRC-HN-002,SREP-HN-002,table:4|row:1|col:2,table_cell,Chicken + chickpeas + greens,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0160,SRC-HN-002,SREP-HN-002,table:4|row:1|col:3,table_cell,Greek yogurt + berries + seeds,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0161,SRC-HN-002,SREP-HN-002,table:4|row:2|col:0,table_cell,Tue,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0162,SRC-HN-002,SREP-HN-002,table:4|row:2|col:1,table_cell,Beef + mushroom + lentil bowl,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0163,SRC-HN-002,SREP-HN-002,table:4|row:2|col:2,table_cell,Shrimp + quinoa + vegetables,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0164,SRC-HN-002,SREP-HN-002,table:4|row:2|col:3,table_cell,Eggs + mushrooms + sweet potato,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0165,SRC-HN-002,SREP-HN-002,table:4|row:3|col:0,table_cell,Wed,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0166,SRC-HN-002,SREP-HN-002,table:4|row:3|col:1,table_cell,Sardines + potato + broccoli,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0167,SRC-HN-002,SREP-HN-002,table:4|row:3|col:2,table_cell,Salmon + vegetables + beans,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0168,SRC-HN-002,SREP-HN-002,table:4|row:3|col:3,table_cell,Greek yogurt + walnuts,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0169,SRC-HN-002,SREP-HN-002,table:4|row:4|col:0,table_cell,Thu,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0170,SRC-HN-002,SREP-HN-002,table:4|row:4|col:1,table_cell,Chicken + lentils + roasted vegetables,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0171,SRC-HN-002,SREP-HN-002,table:4|row:4|col:2,table_cell,Lean beef + mushrooms + greens,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0172,SRC-HN-002,SREP-HN-002,table:4|row:4|col:3,table_cell,Egg/mushroom breakfast,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0173,SRC-HN-002,SREP-HN-002,table:4|row:5|col:0,table_cell,Fri,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0174,SRC-HN-002,SREP-HN-002,table:4|row:5|col:1,table_cell,Salmon + quinoa + vegetables,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0175,SRC-HN-002,SREP-HN-002,table:4|row:5|col:2,table_cell,Moroccan chicken + chickpeas,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0176,SRC-HN-002,SREP-HN-002,table:4|row:5|col:3,table_cell,Greek yogurt + berries,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0177,SRC-HN-002,SREP-HN-002,table:4|row:6|col:0,table_cell,Sat,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0178,SRC-HN-002,SREP-HN-002,table:4|row:6|col:1,table_cell,Sardine Mediterranean plate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0179,SRC-HN-002,SREP-HN-002,table:4|row:6|col:2,table_cell,Shrimp + vegetables + legumes,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0180,SRC-HN-002,SREP-HN-002,table:4|row:6|col:3,table_cell,Eggs + avocado + seeds,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0181,SRC-HN-002,SREP-HN-002,table:4|row:7|col:0,table_cell,Sun,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0182,SRC-HN-002,SREP-HN-002,table:4|row:7|col:1,table_cell,Beef + lentil mushroom bowl,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0183,SRC-HN-002,SREP-HN-002,table:4|row:7|col:2,table_cell,Salmon + roasted vegetables,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0184,SRC-HN-002,SREP-HN-002,table:4|row:7|col:3,table_cell,Greek yogurt + berries + chia,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0185,SRC-HN-003,SREP-HN-003,paragraph:0,style=Normal,Hair Follicle Optimization Research Document,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0186,SRC-HN-003,SREP-HN-003,paragraph:1,style=Normal,Wnt/β-catenin signaling • nutritional/metabolic bottlenecks • laboratory framework • food strategy • meal-prep research,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0187,SRC-HN-003,SREP-HN-003,paragraph:2,style=Normal,"Scope: This document consolidates the research developed in this conversation. It is a physiological/nutritional framework, not a diagnosis or a recommendation to manipulate β-catenin pharmacologically.",unclear,mechanistic,candidate,recommendation,source_recommendation,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0188,SRC-HN-003,SREP-HN-003,paragraph:3,style=Heading 1,1. Executive Summary,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0189,SRC-HN-003,SREP-HN-003,paragraph:4,style=Normal,"β-catenin is a central effector of canonical Wnt signaling and participates in hair-follicle development, stem-cell activation, and anagen entry. For nutrition, the most defensible objective is not to maximize β-catenin, but to remove nutritional, energetic, endocrine, mitochondrial, and inflammatory constraints that could impair normal follicular signaling.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0190,SRC-HN-003,SREP-HN-003,paragraph:5,style=Normal,The practical model is: adequate energy + protein/amino acids + iron/zinc/copper/magnesium + B-vitamin cofactors + vitamin D/thyroid sufficiency + essential fatty acids + redox support → better cellular capacity to execute regenerative signaling.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0191,SRC-HN-003,SREP-HN-003,paragraph:6,style=Heading 1,2. Wnt/β-catenin and the Hair Follicle,unclear,mechanistic,candidate,none,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0192,SRC-HN-003,SREP-HN-003,paragraph:7,style=Normal,"Canonical Wnt signaling stabilizes β-catenin by inhibiting its normal destruction machinery. Stabilized β-catenin can enter the nucleus and interact with TCF/LEF transcription factors. In hair follicles, Wnt/β-catenin signaling is a major component of follicular development and the transition into active growth.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0193,SRC-HN-003,SREP-HN-003,paragraph:8,style=List Bullet,Wnt ligand → Frizzled/LRP5/6 → Dishevelled,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0194,SRC-HN-003,SREP-HN-003,paragraph:9,style=List Bullet,Destruction-complex activity falls → β-catenin becomes more stable,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0195,SRC-HN-003,SREP-HN-003,paragraph:10,style=List Bullet,Nuclear β-catenin → TCF/LEF-dependent transcription,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0196,SRC-HN-003,SREP-HN-003,paragraph:11,style=List Bullet,Follicular stem/progenitor-cell activation → anagen-associated growth,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0197,SRC-HN-003,SREP-HN-003,paragraph:12,style=Normal,"Important nuance: more β-catenin is not automatically better. Chronic or inappropriate Wnt/β-catenin activation can be pathological. The physiological goal is appropriate timing, localization, and magnitude of signaling.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0198,SRC-HN-003,SREP-HN-003,paragraph:13,style=Heading 1,3. Nutritional/Metabolic Bottleneck Map,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0199,SRC-HN-003,SREP-HN-003,paragraph:14,style=Heading 1,4. Laboratory Framework,unclear,laboratory_claim,candidate,none,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0200,SRC-HN-003,SREP-HN-003,paragraph:15,style=Normal,Tier 1 — highest-yield baseline:,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0201,SRC-HN-003,SREP-HN-003,paragraph:16,style=List Bullet,CBC with indices,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0202,SRC-HN-003,SREP-HN-003,paragraph:17,style=List Bullet,Ferritin,unclear,laboratory_claim,non_claim,none,unclear,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0203,SRC-HN-003,SREP-HN-003,paragraph:18,style=List Bullet,"Serum iron, TIBC/transferrin, transferrin saturation",unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0204,SRC-HN-003,SREP-HN-003,paragraph:19,style=List Bullet,"CMP (including albumin, liver/kidney function and electrolytes)",unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0205,SRC-HN-003,SREP-HN-003,paragraph:20,style=List Bullet,TSH and free T4,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0206,SRC-HN-003,SREP-HN-003,paragraph:21,style=List Bullet,25-OH vitamin D,repetition,laboratory_claim,candidate,none,source_assertion,repetition,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0207,SRC-HN-003,SREP-HN-003,paragraph:22,style=List Bullet,Vitamin B12 and folate,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0208,SRC-HN-003,SREP-HN-003,paragraph:23,style=List Bullet,Zinc,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0209,SRC-HN-003,SREP-HN-003,paragraph:24,style=List Bullet,Copper and ceruloplasmin,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0210,SRC-HN-003,SREP-HN-003,paragraph:25,style=List Bullet,Magnesium,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0211,SRC-HN-003,SREP-HN-003,paragraph:26,style=Normal,Tier 2 — targeted metabolic/endocrine follow-up when clinically indicated:,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0212,SRC-HN-003,SREP-HN-003,paragraph:27,style=List Bullet,Free T3; thyroid peroxidase antibody and thyroglobulin antibody when thyroid autoimmunity is a clinical question,unclear,clinical_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0213,SRC-HN-003,SREP-HN-003,paragraph:28,style=List Bullet,Whole-blood thiamine diphosphate (ThDP/TDP) when thiamine status is specifically being investigated,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0214,SRC-HN-003,SREP-HN-003,paragraph:29,style=List Bullet,Methylmalonic acid and homocysteine for selected B12/folate questions,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0215,SRC-HN-003,SREP-HN-003,paragraph:30,style=List Bullet,"Fasting glucose, HbA1c, fasting insulin and lipid profile to characterize metabolic context",unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0216,SRC-HN-003,SREP-HN-003,paragraph:31,style=List Bullet,Lactate and pyruvate when a specific mitochondrial/energy-metabolism hypothesis exists,unclear,hypothesis,candidate,informational,source_hypothesis,unclear,,0,none,Wording is framed as possibility/proposal rather than settled assertion. Not evaluated for factual truth; historical source wording only.
STMT-HN-0217,SRC-HN-003,SREP-HN-003,paragraph:32,style=Normal,"Tier 3 — research/specialty testing, not routine hair-loss screening:",unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0218,SRC-HN-003,SREP-HN-003,paragraph:33,style=List Bullet,Plasma amino acids,unclear,laboratory_claim,candidate,none,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0219,SRC-HN-003,SREP-HN-003,paragraph:34,style=List Bullet,Acylcarnitine profile,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0220,SRC-HN-003,SREP-HN-003,paragraph:35,style=List Bullet,Urine organic acids,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0221,SRC-HN-003,SREP-HN-003,paragraph:36,style=List Bullet,CoQ10/carnitine or other specialized metabolic markers,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0222,SRC-HN-003,SREP-HN-003,paragraph:37,style=List Bullet,"Follicular research measurements such as active/non-phosphorylated β-catenin, nuclear localization, AXIN2 and LEF1 expression",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
